code,description
77253-3,Microalbumin/Creat Ur DL<=1mg/L-Rto
77254-1,Microalbumin/Creat 24h Ur DL<=1mg/L-Rto
77313-5,DNA analysis discrete sequence variation basic associated observations panel
77345-7,E vermicularis sp2 Anal Ql Pinworm Exam
77353-1,Noninv colon ca DNA+occ bld scrn Stl-Imp
77354-9,Noninv colon ca DNA+occ bld scrn Stl Ql
77360-6,Trigl 24h Stl-mCnt
77361-4,Trigl 24h Stl-mRate
77368-9,HIV 1 pro DNA Smn Ql NAA+probe
77369-7,HIV1 RNA Smn Ql NAA+probe
77381-2,Protein fractions panel
77383-8,FLUAV Ag BAL Ql IF
77384-6,FLUBV Ag BAL Ql IF
77397-8,ABO + Rh Bld Cfm
77452-1,Bilirub Prt Ql
77607-0,Cortis 1M p chal SerPl-sCnc
77610-4,C peptide 15M p chal SerPl-sCnc
77611-2,C peptide 4h p chal SerPl-sCnc
77612-0,C peptide 45M p chal SerPl-sCnc
77621-1,NT-proBNP Plr IA-mCnc
77622-9,NT-proBNP DiafP IA-mCnc
77624-5,SMAD4 gene Full Mut Anl Bld/T Seq
77625-2,ENG Full Mut Anl Bld/T Seq
77626-0,PK RBC Qn
77651-8,C peptide 75M p chal SerPl-sCnc
77652-6,C peptide 5h p chal SerPl-sCnc
77666-6,mecA mRNA Bld Pos Ql FISH
77678-1,IGF-I 2.5h p chal SerPl-mCnc
77679-9,IGF-I 3h p chal SerPl-mCnc
77685-6,HIV 1 & 2 IgG SerPl IB
777-3,Platelet # Bld Auto
77739-1,Mother's HBV surface Ag Ql
77768-0,Ethanol CtO Ur Cfm-mCnc
778-1,Platelet # Bld Manual
77842-3,PROMIS pediatric short form - asthma 8a - version 1.0 raw score
77872-0,PROMIS pediatric asthma - version 1.0 T-score
77924-9,CRE Anorectl/Stl Ql Cult
77925-6,Cortis 10M p chal SerPl-sCnc
77926-4,Cortis 3M p chal SerPl-sCnc
77927-2,Cortis 5M p chal SerPl-sCnc
77928-0,Cortis 75M p chal SerPl-sCnc
77929-8,Cortis 3.5h p chal SerPl-sCnc
77930-6,Cortis 4h p chal SerPl-sCnc
77931-4,Cortis 6h p chal SerPl-sCnc
77932-2,Cortis 8h p chal SerPl-sCnc
77933-0,Cortis 9h p chal SerPl-sCnc
77934-8,Cortis 9.5h p chal SerPl-sCnc
77935-5,Cortis 10h p chal SerPl-sCnc
77936-3,Cortis 10.5h p chal SerPl-sCnc
77937-1,Cortis 12h p chal SerPl-sCnc
77938-9,Deprecated Cortis 124H P XXX chal SerPl-
77940-5,Albumin ?Tm Ur Elph-mCnc
77949-6,S pneum Ag Ur Ql IA.rapid
77964-5,Cholest Cry #/area UrnS LPF
7799-0,Deprecated D Dimer PPP-aCnc
78004-9,VRSA Islt Ql
78007-2,HIV 1 pro DNA Bld MC NAA+probe-EntLogNum
78008-0,HIV 1 pro DNA XXX MC NAA+probe-EntNum
78009-8,HIV 1 pro DNA Bld MC NAA+probe-EntNum
78010-6,HIV 1 pro DNA XXX MC NAA+probe-EntLogNum
78012-2,S pyo Ag Throat Ql IA.rapid
78013-0,HLA-A & B & DRB & DQB1 panel
78046-0,Pharmacogenomic analysis basic associated observations panel
78047-8,Cortis 24H p XXX chal SerPl-sCnc
7809-7,HAstV Stl Ql EM
7810-5,HAstV Ag Stl Ql IA
7811-3,HAstV RNA Ser Ql NAA+probe
78344-9,Fatty acid panel.comprehensive C8-C26
78345-6,Docosenoate EntSub RBC
78346-4,Hexadecenoate EntSub RBC
78347-2,DPA EntSub RBC
78348-0,Docosapentaenate w6 EntSub RBC
78349-8,Lauroleate EntSub RBC
78350-6,Decenoate EntSub RBC
78351-4,Tdecadienoate EntSub RBC
78352-2,Vaccenate EntSub RBC
78353-0,Hexadecadienoate EntSub RBC
78355-5,Lymph Abn Bld Ql Manual
78361-3,Fatty acid & triglyceride panel
78439-7,Phenytoin free & total trough panel
78441-3,Bilirub Conj Prt-sCnc
78442-1,Bilirub Indirect Prt-sCnc
78444-7,HAV IgG+IgM SerPl IA-aCnc
78518-8,Cholest Pcar-sCnc
78534-5,Glucose 2H dwell spec DiafP-sCnc
78536-0,Urea nit 2H dwell spec DiafP-sCnc
78537-8,Urea nit 4H dwell spec DiafP-sCnc
786-4,MCHC RBC Auto-EntMCnc
78689-7,Adenylosuccinate/Creat Ur-sRto
78691-3,Guanosine/Creat Ur-sRto
78692-1,Pseudouridine/Creat Ur-sRto
78693-9,Dihydrothymine/Creat Ur-sRto
78694-7,Dihydroorotate/Creat Ur-sRto
78748-1,Hgb Fract Bld CE-Imp
78750-7,HEV RNA SerPl NAA+probe-Log IU
7877-4,A phagocytoph Ab Ser Ql
78792-9,Anakinra SerPl-mCnc
78922-2,Respiratory pathogens DNA & RNA panel
78961-0,IgG/Alb clear Ur+SerPl-Rto
78963-6,M6PI WBC-cCnt
78984-2,Macroprolactin/Prolactin % SerPl
78985-9,Prolactin.dim SerPl-aCnc
78986-7,Prolactin.dim/Prolactin % SerPl
78988-3,Cortis Hair-sCnt
78993-3,Prolactin isoforms panel
78994-1,Prolactin.monomeric SerPl-aCnc
78995-8,Prolactin.monomeric/Prolactin % SerPl
79015-4,Are you able to pull a sweater or t-shirt over your head?
7904-6,HAV RNA Ser Ql NAA+probe
7905-3,HBV surface Ag SerPl Ql Nt
7906-1,HDV RNA SerPl Ql NAA+probe
79087-3,CT Hrt+CA for Calcium Score WO contr
79155-8,Deprecated HIV1 tropism Bld
7917-8,HIV1 Ab Ser Ql
7918-6,HIV1+2 Ab Ser Ql
79189-7,HCV core Ag SerPl Ql IA
7919-4,HIV 2 Ab Ser Ql
79193-9,Glucose 15M p Arg+Ins SerPl-mCnc
79194-7,Glucose 30M p Arg+Ins SerPl-mCnc
79195-4,Glucose 45M p Arg+Ins SerPl-mCnc
79196-2,Glucose 1h p Arg+Ins SerPl-mCnc
79197-0,GH 2h p Arg+Ins SerPl-mCnc
79198-8,GH 2.25h p Arg+Ins SerPl-mCnc
79199-6,GH 15M p Arg+Ins SerPl-mCnc
7920-2,FLUAV Ab Ser-aCnc
79200-2,GH 2.5h p Arg+Ins SerPl-mCnc
79201-0,GH 30M p Arg+Ins SerPl-mCnc
79202-8,GH 45M p Arg+Ins SerPl-mCnc
79203-6,GH 1h p Arg+Ins SerPl-mCnc
79204-4,GH 1.25h p Arg+Ins SerPl-mCnc
79205-1,GH 1.5h p Arg+Ins SerPl-mCnc
79209-3,"t(2;3)(PAX8,PPARG) Tiss Ql"
7921-0,FLUAV Bang Ab Ser-aCnc
7922-8,FLUAV Eng Ab Ser-aCnc
7923-6,FLUAV HK Ab Ser-aCnc
7924-4,FLUAV Lenin Ab Ser-aCnc
7925-1,FLUAV Miss Ab Ser-aCnc
7926-9,FLUAV Phill Ab Ser-aCnc
79264-8,Glucose Ovrngt Dwell DiafP-sCnc
79265-5,Urea nit Ovrngt Dwell DiafP-sCnc
7927-7,FLUAV Pt Chal Ab Ser-aCnc
7928-5,FLUAV Tex Ab Ser-aCnc
7929-3,FLUAV Vic Ab Ser-aCnc
7930-1,FLUAV+FLUBV Ab Ser-aCnc
7931-9,FLUBV Ab Ser-aCnc
7932-7,FLUCV Ab Ser-aCnc
79324-0,Pyridoxal phosphate & pyridoxal & pyridoxine panel
79325-7,Pyridoxal phosphate & pyridoxal & pyridoxine panel
79331-5,TML/Creat Ur-sRto
79343-0,DMA pattern RBC-Imp
79344-8,PLP + PL + Vit B6 pattern SerPl-Imp
79345-5,PLP + PL + Vit B6 pattern CSF-Imp
79379-4,HIV 1 RNA+proviral DNA Plas Ql NAA+probe
79380-2,HIV 1 RNA+proviral DNA Bld Ql NAA+probe
79398-4,Prolactin isoforms pattern SerPl-Imp
79401-6,HBB gene Full Mut Anl Bld/T Seq
79406-5,IgM/Alb clear Ser+CSF-Rto
79414-9,MSH6 gene Del+Dup Bld/T MLPA
79450-3,APRT cSub RBC
79452-9,ADSL cSub RBC
79456-0,Arginase RBC-cCnt
79460-2,Gal1PUT cSub RBC
79461-0,HPRT cSub RBC
79464-4,Phosphorylase RBC-cCnt
79465-1,PBG Synthase RBC-cCnt
79466-9,PNP cSub RBC
79468-5,TPMT cSub RBC
79470-1,UMP synthetase RBC-cCnt
79478-4,Salicylurate/Creat Ur-sRto
79487-5,Lactyl lactate/Creat Ur-sRto
79504-7,Levulinate/Creat Ur-sRto
79517-9,Desaminotyrosine/Creat Ur-sRto
79521-1,Lactyl lactate SerPl-sCnc
79539-3,HEDIS 2016-18 Urine Prot Tests
79569-0,Blood product Gvn Type
79572-4,Folate & tryptophan & metabolites panel
79574-0,Folate + Tryp + Metabs Pattern CSF-Imp
79577-3,L-Dopa/Creat Ur-sRto
79579-9,Alanylproline/Creat Ur-sRto
79592-2,Homocitrulline/Creat Ur-sRto
79594-8,Gly-pro/Creat Ur-sRto
79611-0,Prolyl-OH-proline/Creat Ur-sRto
79632-6,Homocarnosine/Creat Ur-sRto
79636-7,Aspartylglycosamine/Creat Ur-sRto
79649-0,Hycs-Cys diS/Creat Ur-sRto
79658-1,Cytosine/Creat Ur-sRto
79681-3,Allopurinol/Creat Ur-sRto
79696-1,cis-11-Eicosenoate EntSub RBC
79697-9,Docosadienoate EntSub RBC
79702-7,cis-13-Eicosenoate EntSub RBC
79706-8,Octadecatetraenoate EntSub RBC
79710-0,Potassium Hair-mCnt
79728-2,R eye Coloboma loc
80068-0,MV Max orifice area diastole Planimetry
80087-0,Distal RVOT ED diameter PSAX
80095-3,Galactosamine/Creat Ur-sRto
80158-9,Gal-Hyl/Creat Ur-sRto
80187-8,JAK2 exon 14 Mut Anl Bld/T
80203-3,HIV 1 & 2 Ab SerPlBld IA.rapid
80204-1,FLUAV + FLUBV Nph Shell Vial Cult
8022-6,SLEV Ab Ser CF-aCnc
80222-3,CD8 Cells/lymph NFr Spec
80223-1,CD4 Cells/lymph NFr Spec
8027-5,Deprecated S pneum14 IgG Ser IA-aCnc
80283-5,Murmur radiating to bdy loc Auscultation
8029-1,Deprecated S pneum9 IgG Ser IA-aCnc
8030-9,S pneum Ab Ser Ql
8031-7,S pneum IgG Ser-aCnc
8032-5,S pneum IgM Ser-aCnc
8033-3,Deprecated S pneum3 IgG Ser IA-aCnc
80351-0,ETEC ltA+st1a+st1b tox St NAA+non-probe
80372-6,Hgb Stl gastro Ql IA.rapid
80381-7,Influenza virus A & B Ag panel
80382-5,FLUAV Ag Upper resp Ql IA.rapid
80383-3,FLUBV Ag Upper resp Ql IA.rapid
80387-4,HIV1+2 Ab SerPlBld Ql IA.rapid
80424-5,ITPase cSub RBC
80426-0,HDV RNA # SerPl NAA+probe
80588-7,FLUAV M gene Nph Ql NAA+probe
80589-5,FLUAV H1 HA gene Nph Ql NAA+probe
80590-3,FLUAV H3 HA gene Nph Ql NAA+probe
80591-1,FLUBV NS gene Nph Ql NAA+probe
80602-6,Resp pathogens Nph NAA+probe
80611-7,Phosphate ?Tm Ur-sCnc
80613-3,HCO3 ?Tm Ur-sCnc
80655-4,Hgb G-Philad MFr Bld
80656-2,Hgb Hope MFr Bld
80657-0,Hg Q MFr Bld
80688-5,HIV1 RNA tropism Plas
80689-3,HIV 1 RNA RT + PR + IN Mut Det Plas Seq
80690-1,HIV1 proviral DNA tropism Bld MC
80691-9,HIV1 proviral DNA IN Mut Det Bld MC Seq
80692-7,HIV1 proviral DNA RT + PR Mut Det Seq
80693-5,HIV1 provir DNA RT + PR + IN Mut Det Seq
80694-3,HIV1 proviral DNA Gentyp Bld MC Nar
80695-0,HIV 1 proviral DNA Gentyp Bld MC Doc
80700-8,CD25+CD127- cells/CD3+CD4+ NFr Bld
80701-6,CD27- cells/CD3+CD8+ Cll NFr Bld
80702-4,CD27+CD45RA- cells/CD3+CD4+ NFr Bld
80703-2,CD27+CD45RA- cells/CD3+CD8+ Cll NFr Bld
80704-0,CD27+CD45RA+ cells/CD3+CD4+ NFr Bld
80705-7,CD27+CD45RA+ cells/CD3+CD8+ Cll NFr Bld
80708-1,CD27-CD45RA- cells/CD3+CD4+ NFr Bld
80709-9,CD27-CD45RA+ cells/CD3+CD4+ NFr Bld
80711-5,CD38+HLA-DR+ cells/CD3+CD4+ NFr Bld
80712-3,CD38+HLA-DR+ cells/CD3+CD8+ Cll NFr Bld
80718-0,Lymphocyte TCR gamma delta & alpha beta subsets panel
8072-1,Insulin Ab Ser-aCnc
80721-4,Lymphocyte T-cell & B-cell & Natural killer subsets panel
80722-2,T-cell + B-cell + NK subsets Bld-Imp Nar
8073-9,Insulin Bovine Ab Ser-aCnc
8074-7,Insulin Human Ab Ser-aCnc
8075-4,Insulin Porcine Ab Ser-aCnc
8084-6,c-ANCA Ser-aCnc
8085-3,p-ANCA Ser-aCnc
80958-2,Fracti excret of Mg Ur+SerPl-Rto
80963-2,Salicylates free SerPl-mCnc
80964-0,APAP free SerPl-mCnc
80970-7,Lithium free SerPl-sCnc
80971-5,Gentamicin free SerPl-mCnc
80975-6,Calcium intake 24h Measured
80983-0,Chloride intake 24h Measured
81005-1,Magnesium intake 24h Est
81006-9,Magnesium intake 24h Measured
81009-3,Potassium intake 24h Measured
8101-8,CD3+CD8+ Cells NFr Bld
81010-1,Potassium intake 24h Est
81011-9,Sodium intake 24h Est
81012-7,Sodium intake 24h Measured
81021-8,Cholesterol intake 24h Est
81022-6,Cholesterol intake 24h Measured
81062-2,Vit B12 intake 24h Est
81063-0,Vit B12 intake 24h Measured
81066-3,Vit B9 intake 24h Est
81080-4,Chloride intake 24h Est
81082-0,Iron intake 24h Est
81083-8,Iron intake 24h Measured
81116-6,HCV core Ab+Ag Ser Ql
81122-4,HIV 1 RNA RT + PR Seq SerPlBld
81134-9,Vit B9 intake 24h Measured
81137-2,Calcium intake 24h Est
8123-2,CD3+CD4+ Cells NFr Bld
81231-3,Protein fractions panel
81246-1,HIV 2 RNA panel
81313-9,Cryoglobulin C3 Ser Ql
81316-2,T vaginalis UrnS Ql Cult
81324-6,Glucose tolerance 2H gestational panel
81430-1,LDH DiafP L to P-cCnc
81623-1,CaOx 24h EngDiff Ur
81624-9,MTX-PG5 RBC-sCnc
81625-6,MTX-PG4 RBC-sCnc
81627-2,MTX-PG2 RBC-sCnc
81632-2,Immunoglobulin light chains.free panel
81641-3,HIV 2 Ab SerPlBld Ql IA.rapid
81642-1,CYP3A4 & CYP3A5 gene targeted mutation analysis panel
81652-0,HIV 2 RNA SerPl NAA+probe-Log#
81655-3,Resp bact + virus DNA + RNA Resp NAA+pr
81753-6,GH 1.75h p Arg+Ins SerPl-mCnc
81755-1,LPT IL-2 max/CD45 NFr Bld FC
81756-9,LPT aCD3 max/CD3 NFr Bld FC
81757-7,LPT IL-2 max/CD3 NFr Bld FC
81758-5,LPT aCD28 max/CD3 NFr Bld FC
81759-3,LPT aCD28 max/CD45 NFr Bld FC
81760-1,LPT aCD3 max/CD45 NFr Bld FC
81761-9,F8 intron 1+22 Inv Mut Anl Bld/T
81765-0,Docosatrienoate EntSub RBC
81795-7,THcortisone/Creat Ur-sRto
81796-5,THB/Creat Ur-sRto
81798-1,PDL/Creat Ur-sRto
818-5,A Ag RBC BPU Ql
81813-8,F11 Mut Anl Bld/T
81815-3,CTNS Mut Anl Bld/T
81816-1,OPA3 Mut Anl Bld/T
81819-5,CLN5 Mut Anl Bld/T
81822-9,BBS10 Mut Anl Bld/T
81823-7,SACS Mut Anl Bld/T
81824-5,SLC12A6 Mut Anl Bld/T
81834-4,SLC17A5 Full Mut Anl Bld/T Seq
81839-3,CLN8 Mut Anl Bld/T
81841-9,MLC1 Mut Anl Bld/T
81846-8,C9orf72 GGGGCC repeat analysis Bld/T
81847-6,C9orf72 GGGGCC repeat analysis Amn
81848-4,t(1;13)(p36;q14)+t(2;13)(q36;q14) Mar
81849-2,t(1;13)(p36;q14)+t(2;13)(q36;q14) Bld/T
81855-9,DMPK gene CTG repeat analysis Bld/T
81858-3,GJB1 gene Fam Mut Anl Bld/T
81860-9,HCM Mut Anl Bld/T Seq
81863-3,KCNH2 Fam Mut Anl Bld/T
81865-8,MYBPC3 Fam Mut Anl Bld/T
81867-4,NOTCH3 gene Fam Mut Anl Bld/T
81870-8,PSEN1 gene Fam Mut Anl Bld/T
81875-7,SPAST gene Fam Mut Anl Bld/T
81876-5,SPG11 Del+Dup + Mut Anl Bld/T
81877-3,SPG3A gene Fam Mut Anl Bld/T
81878-1,Subtelomere analysis Bld/T
81879-9,EWSR1-FLI1 + EWSR1-ERG Bld/T
81880-7,TNNT2 Fam Mut Anl Bld/T
81881-5,TNNT3 Fam Mut Anl Bld/T
81884-9,NIPA1+REEP1 Full Mut Anl Bld/T Seq
819-3,A Ag RBC Donr Ql
81902-9,MCT intake 24h Est
81903-7,MCT intake 24h Measured
81929-2,Vit D intake 24h Est
81930-0,Vit D intake 24h Measured
81934-2,Hcys intake 24h Est
81935-9,Hcys intake 24h Measured
820-1,A Ag RBC Ql
82021-7,Deprecated A alternata (rAlt a) 1 IgE RAST Ql
82083-7,Mold Allerg Mix2 IgE RAST
82089-4,Occup Allerg Mix3 IgE RAST
82090-2,Occup Allerg Mix3 IgE Qn
82091-0,Occup Allerg Mix4 IgE RAST
82092-8,Occup Allerg Mix4 IgE Qn
82104-1,Region Allerg Mix2 IgE RAST
82105-8,Region Allerg Mix2 IgE Qn
82125-6,Resp path DNA+RNA Tested Plr NAA+probe
82127-2,Resp path DNA+ RNA Plr NAA+probe
82134-8,Resp path DNA+RNA Tested Resp NAA+probe
82135-5,Deprecated Resp path DNA+RNA Tested tiss
82137-1,FGFR3 p.G380R Mut Anl Amn/CVS
82140-5,MYD88 L265P Mut Anl Bld/T
82159-5,Respiratory pathogens DNA & RNA panel
82166-0,FLUAV RNA Nph Ql NAA+n-prb
82167-8,FLUAV H1 RNA Nph Ql NAA+n-prb
82169-4,FLUAV H3 RNA Nph Ql NAA+n-prb
82170-2,FLUBV RNA Nph Ql NAA+n-prb
82210-6,Astro typ 1-8 RNA Stl Ql NAA+n-prb
82224-7,RPI Lymphblst-cCnt
82225-4,RPI Fib-cCnt
82252-8,Cons heterochrom analysis Bld/T Banding
82254-4,Mar + der chrom analy Amn/CVS Doc
82255-1,Mar + der chrom analy Bld/T Doc
82295-7,Xp22.33 +or Yp11.32 Del+Dup Bld/T FISH
82300-5,Shigella Stl Ql Cult
82301-3,Salmonella Stl Ql Cult
82302-1,Campylobacter Stl Ql Cult
82303-9,E coli O157 Stl Ql Cult
82304-7,P shigelloides Stl Ql Cult
82305-4,Gastrointestinal pathogens panel
82343-5,F8 intron 1+22 Inv Mut Anl Amn/CVS
82380-7,HCV Gentyp 1 NS5a Mut Det Islt
82381-5,HCV Genotyp 1 NS5b Mut Det Islt
82477-1,Erythrocyte Sed Rat Bld Photometric
825-0,Au sup(a) Ag RBC Donr Ql
82512-5,HCV Gentyp 1 SerPl NAA+probe
82513-3,HCV Gentyp 3 SerPl Ql NAA+probe
82514-1,HCV Gentyp 3 NS5a Mut Det Islt
82516-6,LAMC2 Mut Anl Bld/T
82518-2,IVD Mut Anl Bld/T
82525-7,Hepatitis C virus genotype & drug resistance panel
82528-1,VHL gene Full Mut Anl Bld/T Seq
82529-9,SDHD gene Del+Dup + Full Mut Anl Bld/T
82530-7,SDHB gene Del+Dup + Full Mut Anl Bld/T
82531-5,SDHC gene Del+Dup + Full Mut Anl Bld/T
82532-3,SDHB+SDHC+SDHD Del+Dup + Full Mut Bld/T
82533-1,VHL gene Del+Dup + Full Mut Anl Bld/T
82535-6,KRAS gene Full Mut Anl Bld/T Seq
82536-4,SOS1 gene Full Mut Anl Bld/T Seq
82538-0,CALR Exon 9 Full Mut Anl Bld/T
82556-2,Inhalant Allerg Mix 6 IgE RAST
82591-9,Retic.low scatter NFr Auto
82592-7,Mid Retics NFr Auto
826-8,Au sup(a) Ag RBC Ql
82669-3,"In the past 4 weeks, how much of the time did your asthma keep you from getting as much done at work, school or at home?"
82671-9,"During the past 4 weeks, how often did your asthma symptoms (wheezing, coughing, shortness of breath, chest tightness or pain) wake you up at night or earlier than usual in the morning?"
82673-5,How would you rate your asthma control during the past 4 weeks?
82674-3,Asthma Control Test
827-6,Am Ag RBC BPU Ql
82722-0,Potassium RBC-mCnc
82736-0,CaM Kinase II activity Act/Nor Ser
82741-0,Pediatric autoimmune neuropsychiatric disorder associated with streptococcus diagnosis panel
82812-9,Sodium RBC-mCnc
82869-9,6-Thioguanine & 6-methylmercaptopurine panel
82883-0,LAL WBC 4-MUP substrate-cCnt
829-2,Am Ag RBC Ql
82962-2,HEDIS 2017-18 Ser K
82970-5,Phenobarb SerPlBld Cfm-mCnc
83064-6,Ca-I BldCRRT-sCnc
83076-0,B2 Microglob SerPl IA-aCnc
83077-8,B2 Microglob Ur IA-mCnc
83078-6,B2 Microglob SerPl IA-mCnc
83079-4,B2 Microglob Ur IA-aCnc
83082-8,Cancer Ag125 SerPl IA-aCnc
83084-4,Cancer Ag19-9 SerPl IA-aCnc
83088-5,Cortis SerPl IA-mCnc
83089-3,Cortis 24h Ur IA-mCnc
83090-1,Cortis SerPl IA-sCnc
83091-9,Cortis 24h Ur IA-sCnc
83092-7,CK MB SerPl IA-mCnc
83093-5,Digoxin SerPl IA-mCnc
83094-3,Digoxin SerPl IA-sCnc
83096-8,Estradiol SerPl IA-mCnc
83097-6,Estradiol SerPl IA-sCnc
83100-8,HBV core IgG+IgM SerPl Ql IA
83101-6,HIV 1+2 Ab & HIV1 p24 Ag panel
83107-3,NT-proBNP SerPl IA-mCnc
83108-1,NT-proBNP SerPl IA-sCnc
83109-9,Progest SerPl IA-mCnc
83110-7,Progest SerPl IA-sCnc
83111-5,Prolactin SerPl IA-aCnc
83114-9,S100 Ca binding protein B Ser IA-mCnc
83115-6,Testost SerPl IA-sCnc
83116-4,Testost SerPl IA-mCnc
83119-8,T4 SerPl IA-mCnc
83120-6,T4 SerPl IA-sCnc
83121-4,T4 Free SerPl IA-sCnc
83122-2,T4 Free SerPl IA-mCnc
83124-8,T3 SerPl IA-mCnc
83125-5,T3 SerPl IA-sCnc
83126-3,T3Free SerPl IA-sCnc
83127-1,T3Free SerPl IA-mCnc
83128-9,HEV IgM SerPl Ql IA
83289-9,CT Hrt+CA Ca score WO cont+CTA W cont IV
83325-1,HIV 1 RNA genotype Islt
83326-9,HIV 1 RNA geno + pheno Islt
83327-7,HIV 1 RNA phenotype Islt
834-2,Deprecated A variant NOS Ag RBC Donr Ql
836-7,Ax Ag RBC BPU Ql
837-5,Ax Ag RBC Donr Ql
838-3,Ax Ag RBC Ql
842-5,A1 Ag RBC BPU Ql
843-3,A1 Ag RBC Donr Ql
844-1,A1 Ag RBC Ql
84586-7,Pronounce anachronistic NIH
846-6,Deprecated A1 B Ab SerPl Donr Ql
84793-9,Positive Affect Survey version 2.0 - parent report - ages 3-7 - T-score
84898-6,Dominant nodule plane PrT
849-0,A1 B Ag RBC Donr Ql
84900-0,Nodule quad PrT
84901-8,Other nodule plane PrT
850-8,A1 B Ag RBC Ql
85011-5,General Life Satisfaction Survey version 2.0 - parent report - ages 3-12 - T-score
85037-0,HIV 1 & 2 Ab & HIV 1 p24 Ag panel
85045-3,SA glyc resist vanc + teic IC Islt Grad
85065-1,Estradiol p FSH SerPl-mCnc
85066-9,Estradiol p LH SerPl-mCnc
85067-7,Estradiol p GnRH SerPl-mCnc
85068-5,Estradiol p Dex SerPl-mCnc
85108-9,Positive Peer Interaction Survey version 2.0 - parent report - ages 3-12 - T-score
85110-5,Peer Rejection Survey version 2.0 - parent report - ages 3-12 - T-score
85111-3,Social Withdrawal Survey version 2.0 - parent report - ages 3-12 - T-score
85117-0,Sadness Survey version 2.0 - parent report - ages 3-7 - T-score
85120-4,Fear-Separation Anxiety Survey version 2.0 - parent report - ages 3-7 - T-score
85123-8,Fear-Over Anxious Survey version 2.0 - parent report - ages 3-7 - T-score
85283-0,Organ tum adherent to CRC spec Micro
85301-0,Adj struct invaded Br ca spec Macro
85325-9,PR+ cells NFr Br ca spec ImStn
85331-7,PR fluor intensity Br ca spec Ql ImStn
85339-0,PR Ag Br ca spec Ql ImStn
85353-1,"Vital signs, weight, height, head circumference, oxygen saturation & BMI panel"
85361-4,HIV1+2 RNA Bld Ql NAA+probe
85365-5,Neutrophil membrane Ab Ser Ql IF
85366-3,Neutrophil membrane IgM Ser Ql IF
85367-1,Neutrophil membrane IgG Ser Ql IF
85368-9,HIV1+2 RNA SerPl Ql NAA+probe
85369-7,Neutrophils # Cont Bld FC
85370-5,Neut.fMLP stim.DHR MFI Bld FC
85371-3,Neut.fMLP stim.DHR MFI Cont Bld FC
85372-1,Neut.fMLP DHR/Neut fMLP NFr Cont Bld FC
85373-9,Neut.fMLP DHR/Neut fMLP NFr Bld FC
85374-7,Neut.PMA stim.DHR MFI Bld FC
85375-4,Neut.PMA stim.DHR MFI Cont Bld FC
85376-2,Neut PMA DHR/Neut PMA NFr Bld FC
85377-0,Neut PMA DHR/Neut PMA NFr Cont Bld FC
85380-4,HIV IA algorithm interp SerPlBld-Imp
85461-2,"How would you rate their home environment in terms of safety and stability (including domestic violence, insecure housing, neighbor harassment)?"
85467-9,"How well do you think your client can engage in healthcare discussions (barriers include language, deafness, aphasia, alcohol or drug problems, learning difficulties, concentration)?"
85477-8,FLUAV RNA Upper resp Ql NAA+probe
85478-6,FLUBV RNA Upper resp Ql NAA+probe
85486-9,Bg sup(c) Ag RBC Ql
85496-8,S pneum Sertyp Spec NAA+probe
855-7,A2 Ag RBC Donr Ql
85512-2,HDV RNA SerPl NAA+probe-aCnc
85513-0,HDV RNA Ser NAA+probe-Log IU
85526-2,FLUDV PB2 gene Ct Spec Qn NAA+probe
85532-0,FLUAV whole genome Islt-Seq
85533-8,FLUAV porcine NUC IgG/Pos cntrl Spec IA
85534-6,FLUAV avian NUC Ab Ser IA
85535-3,FLUAV RNA TCID50 # Spec
85552-8,FLUAV porcine NUC IgA/Pos cntrl Spec IA
85686-4,HIV1 Ab SerPlBld Ql IF
85688-0,S pneum lytA Ct Spec Qn NAA+probe
85737-5,Bombay phenotype RBC Ql
85738-3,Bombay phenotype RBC BPU Ql
85739-1,Bombay phenotype RBC Donr Ql
85761-5,K pnm DNA Bld Pos Ql NAA+n-prb
85762-3,Blood pathogens panel
85763-1,L monocytog DNA Bld Pos Ql NAA+n-prb
85764-9,S aureus+CoNS DNA Bld Pos NAA+non-probe
85765-6,S aureus DNA Bld Pos Ql NAA+n-prb
85766-4,Streptococcus DNA Bld Pos NAA+non-probe
85767-2,Gp B Strep DNA Bld Pos Ql NAA+n-prb
85768-0,S pneum DNA Bld Pos Ql NAA+n-prb
85769-8,S pyo DNA Bld Pos Ql NAA+n-prb
85770-6,A baumannii DNA Bld Pos Ql NAA+n-prb
85771-4,Enterobact DNA Bld Pos Ql NAA+n-prb
85772-2,E cloac comp DNA Bld Pos NAA+non-probe
85773-0,E coli DNA Bld Pos Ql NAA+n-prb
85774-8,K oxytoca DNA Bld Pos Ql NAA+n-prb
85775-5,Enterococ DNA Bld Pos Ql NAA+n-prb
85776-3,Proteus sp DNA Bld Pos Ql NAA+n-prb
85777-1,S marcescens DNA Bld Pos NAA+non-probe
85778-9,Haem influ DNA Bld Pos Ql NAA+n-prb
85779-7,N men DNA Bld Pos Ql NAA+n-prb
85780-5,P aeruginosa DNA Bld Pos NAA+non-probe
85781-3,C albicans DNA Bld Pos Ql NAA+n-prb
85782-1,C glabrata DNA Bld Pos Ql NAA+n-prb
85783-9,C krusei DNA Bld Pos Ql NAA+n-prb
85784-7,C parap DNA Bld Pos Ql NAA+n-prb
85785-4,C tropicls DNA Bld Pos Ql NAA+n-prb
85786-2,mecA Bld Pos Ql NAA+n-prb
85787-0,vanA+vanB Bld Pos Ql NAA+n-prb
