code,generic_name,brand_name,dosage_form
13668-635,sacubitril and valsartan,sacubitril and valsartan,TABLET
13668-636,sacubitril and valsartan,sacubitril and valsartan,TABLET
13668-661,penciclovir,Penciclovir,CREAM
13668-672,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,"POWDER, FOR SOLUTION"
13668-676,Dichlorphenamide,Dichlorphenamide,TABLET
13668-682,sorafenib,Sorafenib,"TABLET, FILM COATED"
13668-691,tiopronin,TIOPRONIN,"TABLET, DELAYED RELEASE"
13668-692,tiopronin,TIOPRONIN,"TABLET, DELAYED RELEASE"
13668-693,LAMOTRIGINE,LAMOTRIGINE,"TABLET, ORALLY DISINTEGRATING"
13668-694,LAMOTRIGINE,LAMOTRIGINE,"TABLET, ORALLY DISINTEGRATING"
13668-695,LAMOTRIGINE,LAMOTRIGINE,"TABLET, ORALLY DISINTEGRATING"
13668-696,LAMOTRIGINE,LAMOTRIGINE,"TABLET, ORALLY DISINTEGRATING"
13668-710,nilotinib,nilotinib,CAPSULE
13668-711,nilotinib,nilotinib,CAPSULE
13668-720,Rosuvastatin Calcium,Rosuvastatin Calcium,TABLET
13668-721,Rosuvastatin Calcium,Rosuvastatin Calcium,TABLET
13668-722,Rosuvastatin Calcium,Rosuvastatin Calcium,TABLET
13668-723,Rosuvastatin Calcium,Rosuvastatin Calcium,TABLET
13668-734,Lamotrigine,,POWDER
13668-735,pazopanib hydrochloride,pazopanib,"TABLET, FILM COATED"
13668-737,Lurasidone Hydrochloride,Lurasidone Hydrochloride,"TABLET, FILM COATED"
13668-745,Fidaxomicin,Fidaxomicin,"TABLET, FILM COATED"
13668-746,sacubitril and valsartan,sacubitril and valsartan,TABLET
13668-747,sacubitril and valsartan,sacubitril and valsartan,TABLET
13668-754,Sucralfate,Sucralfate,SUSPENSION
13668-757,ergocalciferol,ERGOCALCIFEROL,CAPSULE
13668-759,Ranolazine,Ranolazine,"TABLET, FILM COATED, EXTENDED RELEASE"
13668-760,Ranolazine,Ranolazine,"TABLET, FILM COATED, EXTENDED RELEASE"
13668-761,Icosapent Ethyl Capsules,Icosapent Ethyl,"CAPSULE, LIQUID FILLED"
13668-775,Zolpidem Tartrate,Zolpidem Tartrate,CAPSULE
13672-001,ZONISAMIDE,,CAPSULE
13672-002,ZONISAMIDE,,CAPSULE
13672-680,ZONISAMIDE,,CAPSULE
13672-681,ZONISAMIDE,,CAPSULE
13709-230,Carbamide Peroxide,ClearCanal Ear Wax Softerner Drops,SOLUTION/ DROPS
13709-231,Oxymetazoline Hydrochloride,SinuFrin NeilMed,SPRAY
13709-232,Oxymetazoline Hydrochloride,SinuFrin Plus NeilMed,SPRAY
13709-235,Wound Wash Antiseptic Saline with Benzalkonium Chloride,Wound Wash Antiseptic Saline with Benzalkonium Chloride,"AEROSOL, SPRAY"
13709-238,Pain Relief Spray,NeilMed Hot and Cold Pain Relief,SPRAY
13709-239,Anti-Itch Spray,NeilMed Anti-Itch,SPRAY
13709-310,Cooling Itch Relief,Cooling Itch Relief,SPRAY
13709-311,Cool n Heat,Cool n Heat,SPRAY
13709-312,Earwax Removal Aid,SuavEar Earwax Removal Aid,SOLUTION/ DROPS
13709-313,Carbamide peroxide drops,Wax Out Plus,SOLUTION/ DROPS
13709-314,Carbamide peroxide,NeilMed Clear Canal Earwax Removal kit,SOLUTION/ DROPS
13709-315,Oxymetazoline Hydrochloride,No Drip,SPRAY
13709-316,Anti Itch,Hydrocortisone,OINTMENT
13709-317,hydrocortisone with Aloe Anti Itch,Hydrocortisone with aloe,CREAM
13709-319,Pain Relief,Hemorrhoidal,OINTMENT
13709-321,Gentle Laxative Bisacodyl,Gentle Laxative Bisacodyl,SUPPOSITORY
13709-322,Glycerin based Gentle and Effective Laxative Adult Constipation Relief,Glycerin Laxative,SUPPOSITORY
13709-323,Hemorrhoidal,Hemorrhoidal cocoa butter,SUPPOSITORY
13709-324,Hemorrhoidal Pain Relief with Aloe and VitaminE,Hemorrhoidal Pain Relief with Aloe and VitaminE,CREAM
13709-325,Sinufrin,Sinufrin Quick Relief Decongestant,SPRAY
13709-326,Hydrocortisone,Anti Itch,GEL
13709-327,Anti itch,Anti Itch,SPRAY
13709-328,Bisacodyl Laxative Suppositories,Bisacodyl Laxative,SUPPOSITORY
13709-329,Glycerin Laxative Suppositories,Glycerin Laxative,SUPPOSITORY
13709-330,Hemorrhoidal Suppositories,Phenylephrine Hemorrhoidal,SUPPOSITORY
13709-331,Petroleum Jelly,Petroleum Jelly,JELLY
13709-332,Medicated Cough Suppressant,Vaporizing Steam Liquid,SOLUTION
13709-333,Glycerin Suppositories,Glycerin,SUPPOSITORY
13709-334,Hemorrhoidal Pain Relief Ointment,Hemorrhoidal Pain Relief,OINTMENT
13709-335,Hemorrhoidal Pain Relief Cream,Hemorrhoidal Pain Relief,CREAM
13709-336,Cough Suppressant,Vapor Rub,OINTMENT
13709-337,Baby Petroleum Jelly,Petroleum Jelly,JELLY
13709-347,Clearcanal,Swimmers Ear,SOLUTION/ DROPS
13709-351,Itch Relief Gel,Itch Relief,GEL
13709-352,Skin Protectant Ointment,Skin Protectant for Babies and kids,OINTMENT
13709-353,Hydrating Healing Ointment,Hydrating Healing,OINTMENT
13709-354,Pain Relief Cooling Gel,Cooling Gel,GEL
13709-355,Nasal Congestion Relief,Sinufrin Decongestant,SOLUTION
13709-356,Nasal Congestion Relief,Sinufrin Plus No Drip Decongestant,SOLUTION
13709-357,Pain Relieving Gel,Menthol Pain Relieving Gel,GEL
13709-359,Itch Relief cream,Intensive Healing Itch Relief,CREAM
13733-141,"Zinc Oxide, Titanium Dioxide, Octinoxate",MISSHA M Perfect Cover BB No 13,CREAM
13733-151,"Zinc Oxide, Titanium Dioxide, Octinoxate",MISSHA M Perfect Cover BB No 21,CREAM
13733-160,"Zinc Oxide, Titanium Dioxide, Octinoxate",MISSHA M Perfect Cover BB No 23,CREAM
13733-165,"Zinc Oxide, Titanium Dioxide, Octinoxate",MISSHA M Perfect Cover BB Cream SPF42 (No. 25),CREAM
13733-170,"Zinc Oxide, Titanium Dioxide, Octinoxate",MISSHA M Perfect Cover BB No 27,CREAM
13733-181,"Zinc Oxide, Titanium Dioxide, Octinoxate",MISSHA M Perfect Cover BB No 31,CREAM
13733-219,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB SPF42 No21,CREAM
13733-220,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB SPF42 No23,CREAM
13733-245,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB SPF42 No29,CREAM
13733-246,"Zinc Oxide, Titanium Dioxide, Octinoxate",MISSHA M Perfect Cover BB Cream SPF42 No. 25,CREAM
13733-247,"Homosalate, Octocrylene, Octisalate, Avobenzone",MISSHA ALL AROUND ESSENCE SUNSCREEN,CREAM
13733-248,"Homosalate, Octocrylene, Octisalate, Avobenzone",MISSHA GLOW DEWY HDRATING SUNSCREEN,CREAM
13733-249,"Zinc Oxide, Homosalate, Octisalate, Titanium Dioxide",MISSHA GLOW WEIGHTLESS PRIMING SUNSCREEN,CREAM
13733-250,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M PERFECT COVER BB.13,CREAM
13733-251,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB No.21,CREAM
13733-252,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB No.23,CREAM
13733-253,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB No.25,CREAM
13733-254,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB No.27,CREAM
13733-255,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB No.29,CREAM
13733-256,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB No.31,CREAM
13733-257,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB No.33,CREAM
13733-258,"Octinoxate, Zinc Oxide, Titanium Dioxide",MISSHA M Perfect Cover BB No.45,CREAM
13733-500,"ZINC OXIDE, HOMOSALATE, ETHYLHEXYL SALICYLATE, TITANIUM DIOXIDE",MISSHA ALL AROUND VITA C SUNSCREEN,CREAM
13734-177,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Cuzco,CREAM
13734-178,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER St. Moritz,CREAM
13734-179,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Groenland,CREAM
13734-180,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Alaska,CREAM
13734-181,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Finland,CREAM
13734-182,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Terre Neuve,CREAM
13734-183,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Gotland,CREAM
13734-184,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Norwich,CREAM
13734-185,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Mykonos,CREAM
13734-186,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Sydney,CREAM
13734-187,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Auckland,CREAM
13734-188,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Marrakesh,CREAM
13734-189,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Santiago,CREAM
13734-190,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Havana,CREAM
13734-191,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Guernsey,CREAM
13734-192,"OCTINOXATE, TITANIUM DIOXIDE",NARS PURE RADIANT TINTED MOISTURIZER Granada,CREAM
13746-102,MECLIZINE HYDROCHLORIDE,,POWDER
13746-103,HYDROXYZINE HYDROCHLORIDE,,POWDER
13746-104,CLOTRIMAZOLE,,POWDER
13746-105,CYCLIZINE HYDROCHLORIDE,,POWDER
13746-106,CYCLIZINE HYDROCHLORIDE BASE,,POWDER
13746-107,CHLORCYCLIZINE HYDROCHLORIDE BP,,POWDER
13746-108,THONZYLAMINE HYDROCHLORIDE,,POWDER
13746-110,PERMETHRIN,,POWDER
13746-111,Hydroxyzine Pamoate,,POWDER
13746-112,Silver Sulphadiazine,,POWDER
13746-114,Chlophedianol Hydrochloride,,POWDER
13746-116,Chlorpheniramine Maleate,,POWDER
13746-117,Sodium Monofluoro Phosphate,,POWDER
13746-118,Pyrilamine Maleate,,POWDER
13746-120,Umifenovir Hydrochloride Monohydrate,,POWDER
13811-090,Estradiol,Estradiol,GEL
13811-091,Estradiol,Estradiol,GEL
13811-092,Estradiol,Estradiol,GEL
13811-093,Estradiol,Estradiol,GEL
13811-094,Estradiol,Estradiol,GEL
13811-207,Lacosamide,Lacosamide,INJECTION
13811-299,Phenobarbital,Phenobarbital,ELIXIR
13811-300,Phenobarbital,Phenobarbital,TABLET
13811-301,Phenobarbital,Phenobarbital,TABLET
13811-302,Phenobarbital,Phenobarbital,TABLET
13811-303,Phenobarbital,Phenobarbital,TABLET
13811-304,Phenobarbital,Phenobarbital,TABLET
13811-305,Phenobarbital,Phenobarbital,TABLET
13811-306,Phenobarbital,Phenobarbital,TABLET
13811-307,Phenobarbital,Phenobarbital,TABLET
13811-689,tramadol hydrochloride,Tramadol Hydrochloride Extended-Release,CAPSULE
13811-690,tramadol hydrochloride,Tramadol Hydrochloride Extended-Release,CAPSULE
13811-691,tramadol hydrochloride,Tramadol Hydrochloride Extended-Release,CAPSULE
13811-700,Methylphenidate hydrochloride,Methylphenidate Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-701,Hydromorphone Hydrochloride,Hydromorphone Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-702,Hydromorphone Hydrochloride,Hydromorphone Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-703,Hydromorphone Hydrochloride,Hydromorphone Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-704,Hydromorphone Hydrochloride,Hydromorphone Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-706,Methylphenidate hydrochloride,Methylphenidate Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-707,Methylphenidate hydrochloride,Methylphenidate Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-708,Methylphenidate hydrochloride,Methylphenidate Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-709,Methylphenidate hydrochloride,Methylphenidate Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-710,Methylphenidate hydrochloride,Methylphenidate Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-711,Methylphenidate hydrochloride,Methylphenidate Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-712,venlafaxine hydrochloride,Venlafaxine Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-715,venlafaxine hydrochloride,Venlafaxine Hydrochloride,"TABLET, EXTENDED RELEASE"
13811-719,Nitrofurantoin,Nitrofurantoin,CAPSULE
13826-001,Oxygen,Oxygen,GAS
13859-001,Oxygen,Oxygen,GAS
13913-008,diclofenac potassium,ZIPSOR,"CAPSULE, LIQUID FILLED"
13913-012,diclofenac potassium,Cambia,"POWDER, FOR SOLUTION"
13925-116,".beta.-carotene, ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, dl-, thiamine, riboflavin, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, calcium pantothenate, calcium carbonate, ferrous fumarate, zinc oxide and docusate sodium",Se-Natal 19,TABLET
13925-117,Vitamins and Minerals,Se-Natal 19 Chewable,"TABLET, CHEWABLE"
13925-118,MULTIVITAMIN/MINERAL,Se-Tan PLUS,"CAPSULE, GELATIN COATED"
13925-159,Lidocaine Hydrochloride,Lidocaine Hydrochloride,CREAM
13925-160,Lidocaine Hydrochloride and Hydrocortisone Acetate,Lidocaine Hydrochloride and Hydrocortisone Acetate,CREAM
13925-163,Lidocaine Hydrochloride and Hydrocortisone Acetate,Lidocaine Hydrochloride and Hydrocortisone Acetate,CREAM
13925-164,Lidocaine Hydrochloride and Hydrocortisone Acetate,Lidocaine Hydrochloride and Hydrocortisone Acetate,GEL
13925-165,Lidocaine Hydrochloride and Hydrocortisone Acetate,Lidocaine Hydrochloride and Hydrocortisone Acetate,CREAM
13925-166,Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate,SOLUTION
13925-504,Dapsone,Dapsone,TABLET
13925-505,Dapsone,Dapsone,TABLET
13925-515,Pentamidine Isethionate,Pentamidine Isethionate,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
13925-522,Pentamidine Isethionate,Pentamidine Isethionate,INHALANT
13925-535,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",CAPSULE
13925-536,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",CAPSULE
13925-540,Memantine Hydrochloride Oral,Memantine Hydrochloride,SOLUTION
14080-001,Oxygen,Oxygen,GAS
14141-017,"Octinoxate, Zinc Oxide",LBEL NUDE SKIN ULTRA LIGHT MATTE FOUNDATION WITH VITAMINS SPF 20 ALMENDRA 230-N,EMULSION
14141-018,"Octinoxate, Zinc Oxide",LBEL NUDE SKIN ULTRA LIGHT MATTE FOUNDATION WITH VITAMINS SPF 20 BEIGE 220-C,EMULSION
14141-019,"Octinoxate, Zinc Oxide",LBEL NUDE SKIN ULTRA LIGHT MATTE FOUNDATION WITH VITAMINS SPF 20 CAPUCCINO 310-C,EMULSION
14141-020,"Octinoxate, Zinc Oxide",LBEL NUDE SKIN ULTRA LIGHT MATTE FOUNDATION WITH VITAMINS SPF 20 CHAMPAGNE 170-N,EMULSION
14141-021,"Octinoxate, Zinc Oxide",LBEL NUDE SKIN ULTRA LIGHT MATTE FOUNDATION WITH VITAMINS SPF 20 LATTE 180-F,EMULSION
14141-022,"Octinoxate, Zinc Oxide",LBEL NUDE SKIN ULTRA LIGHT MATTE FOUNDATION WITH VITAMINS SPF 20 MOKACCINO 390-N,EMULSION
14141-023,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 AZUCAR BLANCA 110-C,EMULSION
14141-024,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 CHANTILLY 130-F,EMULSION
14141-025,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 VAINILLA 140-C,EMULSION
14141-026,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 AVENA 170-N,EMULSION
14141-027,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 NUEZ 180-F,EMULSION
14141-028,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 MIEL 200-C,EMULSION
14141-029,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 CARAMELO 210-F,EMULSION
14141-030,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 ALMENDRA 230-N,EMULSION
14141-031,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 TOFFEE 240-C,EMULSION
14141-032,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 DULCE DE LECHE 260-N,EMULSION
14141-033,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 AVELLANA 270-C,EMULSION
14141-034,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 CANELA 280-F,EMULSION
14141-035,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 AZUCAR MORENO 300-N,EMULSION
14141-036,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 PANELA 320-C,EMULSION
14141-037,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 CHOCOCHIP 330-C,EMULSION
14141-138,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 CACAO 350-N,EMULSION
14141-139,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 BROWNIE 380-F,EMULSION
14141-140,"Homosalate, Octocrylene, Avobenzone",Defense Total High Protection SPF 50 No Color Daily Non-Greasy Face Protection,LOTION
14141-141,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 CHOCOTRUFA 430-N,EMULSION
14141-142,"Avobenzone, Octisalate, Octocrylene",Bioresist reinforcing effect face moisturizer SPF 30,CREAM
14141-200,Aluminum Sesquichlorohydrate,Esika Winner Sport Antiperspirant Roll-on Deodorant,EMULSION
14141-201,"Octinoxate, Titanium dioxide, Zinc Oxide",Double Use Compact SPF 15 gold deluxe edition Claire 1-2-3,POWDER
14141-202,"Octinoxate, Titanium dioxide, Zinc Oxide",Double Use Compact SPF 15 gold deluxe edition Claire 4,POWDER
14141-203,"Octinoxate, Titanium dioxide, Zinc Oxide",Double Use Compact SPF 15 gold deluxe edition Medium 5,POWDER
14141-204,"Octinoxate, Titanium dioxide, Zinc Oxide",Double Use Compact SPF 15 gold deluxe edition Medium 6,POWDER
14141-205,"Octinoxate, Titanium dioxide, Zinc Oxide",Double Use Compact SPF 15 gold deluxe edition Medium 7,POWDER
14141-206,"Zinc oxide, Titantium dioxide, Octinoxate",LBEL DIVINE Double Use compact SPF 15 gold deluxe edition Obscure 8-9,POWDER
14141-207,"Octinoxate, Zinc oxide",Clarite Makeup Foundation for a Clearer Appearance SPF 30 170-N,PASTE
14141-209,"Octinoxate, Zinc oxide",Clarite Makeup Foundation for a Clearer Appearance SPF 30 220-C,PASTE
14141-211,"Octinoxate, Zinc oxide",Clarite Makeup Foundation for a Clearer Appearance SPF 30 310-C,PASTE
14141-213,Aluminum Sesquichlorohydrate,Its you Antiperspirant Roll-on Deodorant,EMULSION
14141-214,Aluminum Sesquichlorohydrate,Pulso Absolute Antiperspirant Roll-on Deodorant,EMULSION
14141-240,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 BOMBON 400-N,EMULSION
14141-242,"OCTINOXATE, ZINC OXIDE",CYZONE STUDIO LOOK BASE DE ALTA COBERTURA Y LARGA DURACION FPS 20 ESPRESSO 450-C,EMULSION
14141-300,"TITANIUM DIOXIDE, ZINC OXIDE",LBEL FOREVER STAY POLVOS COMPACTOS DE LARGA DURACION FPS 15 LONG LASTING COMPACT SPF 15 PERLA 100,POWDER
14141-301,"TITANIUM DIOXIDE, ZINC OXIDE",LBEL FOREVER STAY POLVOS COMPACTOS DE LARGA DURACION FPS 15 LONG LASTING COMPACT SPF 15 ARENA 200,POWDER
14141-302,"TITANIUM DIOXIDE, ZINC OXIDE",LBEL FOREVER STAY POLVOS COMPACTOS DE LARGA DURACION FPS 15 LONG LASTING COMPACT SPF 15 CARAMEL 200,POWDER
14141-303,"TITANIUM DIOXIDE, ZINC OXIDE",LBEL FOREVER STAY POLVOS COMPACTOS DE LARGA DURACION FPS 15 LONG LASTING COMPACT SPF 15 SOLEI 200,POWDER
14141-305,"TITANIUM DIOXIDE, ZINC OXIDE",LBEL FOREVER STAY POLVOS COMPACTOS DE LARGA DURACION FPS 15 LONG LASTING COMPACT SPF 15 GOLDEN 300,POWDER
14141-306,"OCTINOXATE, ZINC OXIDE",CYZONE CY PLAY CREAMY LIP BALM HIDRATANTE EN BARRA PARA LABIOS 24H FPS 12 FUCHSIA CREAMY,STICK
14141-307,"OCTINOXATE, ZINC OXIDE",CYZONE CY PLAY CREAMY LIP BALM HIDRATANTE EN BARRA PARA LABIOS 24H FPS 12 PINK CREAMY,STICK
14141-308,"OCTINOXATE, ZINC OXIDE",CYZONE CY PLAY CREAMY LIP BALM HIDRATANTE EN BARRA PARA LABIOS 24H FPS 12 NUDE CREAMY,STICK
14141-309,"OCTINOXATE, ZINC OXIDE",CYZONE CY PLAY CREAMY LIP BALM HIDRATANTE EN BARRA PARA LABIOS 24H FPS 12 CORAL CREAMY,STICK
14141-310,"OCTINOXATE, ZINC OXIDE",LBEL FOREVER HYDRA BASE HIDRATANTE DE LARGA DURACION FPS 15 HYDRATING LONGWEAR FOUNDATION SPF 15 LATTE 180-F,EMULSION
14141-311,"OCTINOXATE, ZINC OXIDE",LBEL FOREVER HYDRA BASE HIDRATANTE DE LARGA DURACION FPS 15 HYDRATING LONGWEAR FOUNDATION SPF 15 BEIGE 220-C,EMULSION
14141-312,"OCTINOXATE, ZINC OXIDE",LBEL FOREVER HYDRA BASE HIDRATANTE DE LARGA DURACION FPS 15 HYDRATING LONGWEAR FOUNDATION SPF 15 ALMENDRA 230-N,EMULSION
14141-313,"OCTINOXATE, ZINC OXIDE",LBEL FOREVER HYDRA BASE HIDRATANTE DE LARGA DURACION FPS 15 HYDRATING LONGWEAR FOUNDATION SPF 15 CAPUCCINO 310-C,EMULSION
14141-314,"OCTINOXATE, ZINC OXIDE",LBEL FOREVER HYDRA BASE HIDRATANTE DE LARGA DURACION FPS 15 HYDRATING LONGWEAR FOUNDATION SPF 15 CHAMPAGNE 170-N,EMULSION
14141-316,"Octinoxate, Zinc Oxide",LBEL FOREVER ULTRA MATTE BASE CONTROL BRILLO DE LARGA DURACION FPS 15 SHINE CONTROL LONGWEAR FOUNDATION SPF 15 LATTE 180-F,EMULSION
14141-317,"Octinoxate, Zinc Oxide",LBEL FOREVER ULTRA MATTE BASE CONTROL BRILLO DE LARGA DURACION FPS 15 SHINE CONTROL LONGWEAR FOUNDATION SPF 15 CHAMPAGNE 170-N,EMULSION
14141-318,"Octinoxate, Zinc Oxide",LBEL FOREVER ULTRA MATTE BASE CONTROL BRILLO DE LARGA DURACION FPS 15 SHINE CONTROL LONGWEAR FOUNDATION SPF 15 ALMENDRA 230-N,EMULSION
14141-319,"Octinoxate, Zinc Oxide",LBEL FOREVER ULTRA MATTE BASE CONTROL BRILLO DE LARGA DURACION FPS 15 SHINE CONTROL LONGWEAR FOUNDATION SPF 15 BEIGE 220-C,EMULSION
14141-320,"Octinoxate, Zinc Oxide",LBEL FOREVER ULTRA MATTE BASE CONTROL BRILLO DE LARGA DURACION FPS 15 SHINE CONTROL LONGWEAR FOUNDATION SPF 15 CAPUCCINO 310-C,EMULSION
14141-321,"OCTINOXATE, ZINC OXIDE",LBEL SOLUTIONS PRO-HIALURON BASE SERUM CON ACIDO HIALURONICO FPS 20 SERUM FOUNDATION WITH HYALURONIC ACID SPF 20 CHAMPAGNE 170-N,EMULSION
14141-322,"OCTINOXATE, ZINC OXIDE",LBEL SOLUTIONS PRO-HIALURON BASE SERUM CON ACIDO HIALURONICO FPS 20 SERUM FOUNDATION WITH HYALURONIC ACID SPF 20 CAPUCCINO 310-C,EMULSION
14141-323,"OCTINOXATE, ZINC OXIDE",LBEL SOLUTIONS PRO-HIALURON BASE SERUM CON ACIDO HIALURONICO FPS 20 SERUM FOUNDATION WITH HYALURONIC ACID SPF 20 LATTE 180-F,EMULSION
14141-324,"OCTINOXATE, ZINC OXIDE",LBEL SOLUTIONS PRO-HIALURON BASE SERUM CON ACIDO HIALURONICO FPS 20 SERUM FOUNDATION WITH HYALURONIC ACID SPF 20 BEIGE 220-C,EMULSION
14141-325,"OCTINOXATE, ZINC OXIDE",LBEL SOLUTIONS PRO-HIALURON BASE SERUM CON ACIDO HIALURONICO FPS 20 SERUM FOUNDATION WITH HYALURONIC ACID SPF 20 ALMENDRA 230-N,EMULSION
14141-326,"OCTINOXATE, ZINC OXIDE",LBEL CONCENTRE BASE SERUM ANTIEDAD EFECTO LIFTING FPS 15 ANTI AGING LIFTING SERUM FOUNDATION SPF 15 CHAMPAGNE 170-N,EMULSION
14141-327,"OCTINOXATE, ZINC OXIDE",LBEL CONCENTRE BASE SERUM ANTIEDAD EFECTO LIFTING FPS 15 ANTI AGING LIFTING SERUM FOUNDATION SPF 15 LATTE 180-F,EMULSION
14141-328,"OCTINOXATE, ZINC OXIDE",LBEL CONCENTRE BASE SERUM ANTIEDAD EFECTO LIFTING FPS 15 ANTI AGING LIFTING SERUM FOUNDATION SPF 15 BEIGE 220-C,EMULSION
