code,generic_name,brand_name,dosage_form
0009-0029,alprazolam,Xanax,TABLET
0009-0031,hydrocortisone,CORTEF,TABLET
0009-0035,Novobiocin,,POWDER
0009-0038,Methylprednisolone,,POWDER
0009-0039,methylprednisolone sodium succinate,SOLU-MEDROL,"INJECTION, POWDER, FOR SOLUTION"
0009-0042,Alprostadil,,POWDER
0009-0043,Anidulafungin,,POWDER
0009-0044,hydrocortisone,CORTEF,TABLET
0009-0046,Parecoxib Sodium,,"INJECTION, POWDER, FOR SOLUTION"
0009-0047,methylprednisolone sodium succinate,SOLU-MEDROL,"INJECTION, POWDER, FOR SOLUTION"
0009-0051,medroxyprogesterone acetate,Provera,TABLET
0009-0052,progesterone,,POWDER
0009-0055,alprazolam,Xanax,TABLET
0009-0056,methylprednisolone,Medrol,TABLET
0009-0058,Dinoprostone,,POWDER
0009-0062,Methylprednisolone Hemisuccinate,,POWDER
0009-0063,CLindamycin Palmitate,,POWDER
0009-0065,medroxyprogesterone acetate,Provera,TABLET
0009-0067,Medroxyprogesterone,,POWDER
0009-0069,Hydrocortisone,,POWDER
0009-0073,methylprednisolone,Medrol,TABLET
0009-0074,Testosterone,,POWDER
0009-0075,Trenbolone Acetate,,POWDER
0009-0076,Androstenedione,,POWDER
0009-0078,Progesterone,,POWDER
0009-0081,Progesterone,,POWDER
0009-0082,irinotecan hydrochloride,Camptosar,"INJECTION, SOLUTION"
0009-0085,testosterone cypionate,Depo-Testosterone,"INJECTION, SOLUTION"
0009-0086,testosterone cypionate,Depo-Testosterone,"INJECTION, SOLUTION"
0009-0087,Phenytoin Sodium,,POWDER
0009-0090,alprazolam,Xanax,TABLET
0009-0094,alprazolam,Xanax,TABLET
0009-0098,obeticholic acid,,POWDER
0009-0104,lincomycin hydrochloride,Lincocin,"INJECTION, SOLUTION"
0009-0105,Progesterone,,POWDER
0009-0106,Taliglucerase alfa,,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0009-0107,lincomycin hydrochloride,Lincocin,"INJECTION, SOLUTION"
0009-0112,irinotecan hydrochloride,Camptosar,"INJECTION, SOLUTION"
0009-0211,crisaborole,,OINTMENT
0009-0215,alprostadil,PROSTIN VR PEDIATRIC,"INJECTION, SOLUTION"
0009-0225,clindamycin hydrochloride,Cleocin Hydrochloride,CAPSULE
0009-0260,Colestipol Hydrochloride,Colestid,"GRANULE, FOR SUSPENSION"
0009-0271,estradiol cypionate,Depo-Estradiol,INJECTION
0009-0274,methylprednisolone acetate,Depo-Medrol,"INJECTION, SUSPENSION"
0009-0280,methylprednisolone acetate,Depo-Medrol,"INJECTION, SUSPENSION"
0009-0287,medroxyprogesterone acetate,Provera,TABLET
0009-0306,methylprednisolone acetate,Depo-Medrol,"INJECTION, SUSPENSION"
0009-0331,clindamycin hydrochloride,Cleocin Hydrochloride,CAPSULE
0009-0347,testosterone cypionate,Depo-Testosterone,"INJECTION, SOLUTION"
0009-0395,clindamycin hydrochloride,Cleocin Hydrochloride,CAPSULE
0009-0417,testosterone cypionate,Depo-Testosterone,"INJECTION, SOLUTION"
0009-0420,Tolterodine Tartrate,,POWDER
0009-0436,Arginine Hydrochloride,R-Gene,"INJECTION, SOLUTION"
0009-0450,Colestipol Hydrochloride,Colestid,TABLET
0009-0488,Phenytoin,,POWDER
0009-0698,methylprednisolone sodium succinate,SOLU-MEDROL,"INJECTION, POWDER, FOR SOLUTION"
0009-0728,clindamycin phosphate,Cleocin Phosphate,"INJECTION, SOLUTION"
0009-0746,medroxyprogesterone acetate,Depo-Provera,"INJECTION, SUSPENSION"
0009-0758,methylprednisolone sodium succinate,SOLU-MEDROL,"INJECTION, POWDER, FOR SOLUTION"
0009-0760,clindamycin palmitate hydrochloride,Cleocin Pediatric,"GRANULE, FOR SOLUTION"
0009-0775,clindamycin phosphate,Cleocin Phosphate,"INJECTION, SOLUTION"
0009-0825,hydrocortisone sodium succinate,Solu-Cortef,"INJECTION, POWDER, FOR SOLUTION"
0009-0850,methylprednisolone sodium succinate,SOLU-MEDROL,"INJECTION, POWDER, FOR SOLUTION"
0009-0856,carboprost tromethamine,Hemabate,"INJECTION, SOLUTION"
0009-0870,clindamycin phosphate,Cleocin Phosphate,"INJECTION, SOLUTION"
0009-0902,clindamycin phosphate,Cleocin Phosphate,"INJECTION, SOLUTION"
0009-1005,Ganaxolone,,POWDER
0009-3051,clindamycin phosphate,Cleocin Phosphate,"INJECTION, SOLUTION"
0009-3073,methylprednisolone acetate,Depo-Medrol,"INJECTION, SUSPENSION"
0009-3169,alprostadil,PROSTIN VR PEDIATRIC,"INJECTION, SOLUTION"
0009-3329,clindamycin phosphate,Cleocin T,LOTION
0009-3359,dinoprostone,Prepidil,GEL
0009-3448,clindamycin phosphate,Cleocin,CREAM
0009-3475,methylprednisolone acetate,Depo-Medrol,"INJECTION, SUSPENSION"
0009-3701,Alprostadil,Caverject,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0009-3794,ibutilide fumarate,Corvert,"INJECTION, SOLUTION"
0009-4073,clindamycin phosphate,Cleocin Phosphate,"INJECTION, SOLUTION"
0009-4709,medroxyprogesterone acetate,Depo-SubQ Provera,"INJECTION, SUSPENSION"
0009-5010,Dexamethasone Acetate,,POWDER
0009-5019,Dexamethasone,,POWDER
0009-5020,Testosterone,,POWDER
0009-5023,Progesterone,,POWDER
0009-5025,Dexamethasone Acetate Anhydrous,,POWDER
0009-5027,Dexamethasone Sodium Phosphate,,POWDER
0009-5030,Megestrol Acetate,,POWDER
0009-5031,Dinoprost Tromethamine,,POWDER
0009-5036,Testosterone Undecanoate,,POWDER
0009-5038,Spectinomycin,,POWDER
0009-5056,Minoxidil,,POWDER
0009-5086,Hydrocortisone Hemisuccinate,,POWDER
0009-5091,epirubicin hydrochloride,Ellence,"INJECTION, SOLUTION"
0009-5093,epirubicin hydrochloride,Ellence,"INJECTION, SOLUTION"
0009-5095,clindamycin phosphate,Cleocin Phosphate,"INJECTION, SOLUTION"
0009-5097,Medroxyprogesterone Acetate,,POWDER
0009-5107,Novobiocin,,POWDER
0009-5123,Testosterone Propionate,,POWDER
0009-5136,linezolid,Zyvox,"GRANULE, FOR SUSPENSION"
0009-5138,linezolid,Zyvox,"TABLET, FILM COATED"
0009-5140,linezolid,Zyvox,"INJECTION, SOLUTION"
0009-5144,Alprazolam,,POWDER
0009-5157,Linezolid,,POWDER
0009-5161,Hydrocortisone Acetate,,POWDER
0009-5164,Epoprostenol Sodium,,POWDER
0009-5168,Lincomycin hydrochloride,,POWDER
0009-5172,Latanoprost,,POWDER
0009-5181,Alprostadil,Caverject Impulse,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0009-5182,Alprostadil,Caverject Impulse,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0009-5188,Triazolam,,POWDER
0009-5230,Minoxidil,,POWDER
0009-5238,Neomycin Sulfate,,POWDER
0009-5275,Hydrocortisone,,POWDER
0009-5276,Eplerenone,,POWDER
0009-5401,nicotine,Nicotrol,"SPRAY, METERED"
0009-5610,Diflorasone Diacetate,,POWDER
0009-5620,Progesterone,,POWDER
0009-7166,pegvisomant,SOMAVERT,KIT
0009-7168,pegvisomant,SOMAVERT,KIT
0009-7188,pegvisomant,SOMAVERT,KIT
0009-7199,pegvisomant,SOMAVERT,KIT
0009-7200,pegvisomant,SOMAVERT,KIT
0009-7224,EQUINE THYMOCYTE IMMUNE GLOBULIN,Atgam,"INJECTION, SOLUTION"
0009-7376,medroxyprogesterone acetate,Depo-Provera,"INJECTION, SUSPENSION"
0009-7529,irinotecan hydrochloride,Camptosar,"INJECTION, SOLUTION"
0009-7663,exemestane,Aromasin,TABLET
0009-7667,clindamycin phosphate,Cleocin,SUPPOSITORY
0009-7686,Alprostadil,Caverject,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0009-7807,linezolid,Zyvox,"INJECTION, SOLUTION"
0013-0101,Sulfasalazine,Azulfidine,TABLET
0013-0102,Sulfasalazine,Azulfidine EN-tabs,"TABLET, DELAYED RELEASE"
0013-1042,estradiol,Estring,SYSTEM
0013-1114,tranexamic acid,Cyklokapron,"INJECTION, SOLUTION"
0013-2576,idarubicin hydrochloride,Idamycin PFS,SOLUTION
0013-2586,idarubicin hydrochloride,Idamycin PFS,SOLUTION
0013-2596,idarubicin hydrochloride,Idamycin PFS,SOLUTION
0013-2626,somatropin,GENOTROPIN,KIT
0013-2646,somatropin,GENOTROPIN,KIT
0013-2649,somatropin,GENOTROPIN,KIT
0013-2650,somatropin,GENOTROPIN,KIT
0013-2651,somatropin,GENOTROPIN,KIT
0013-2652,somatropin,GENOTROPIN,KIT
0013-2653,somatropin,GENOTROPIN,KIT
0013-2654,somatropin,GENOTROPIN,KIT
0013-2655,somatropin,GENOTROPIN,KIT
0013-2656,somatropin,GENOTROPIN,KIT
0013-2657,somatropin,GENOTROPIN,KIT
0013-2658,somatropin,GENOTROPIN,KIT
0019-0862,Iothalamate meglumine,Cysto-Conray II,INJECTION
0019-0953,iothalamate meglumine,Conray,INJECTION
0019-1188,sodium chloride,SODIUM CHLORIDE,INJECTION
0019-1323,Ioversol,Optiray 320,INJECTION
0019-1332,Ioversol,Optiray 300,INJECTION
0019-1333,Ioversol,Optiray 350,INJECTION
0019-4816,diatrizoate meglumine and diatrizoate sodium,MD GASTROVIEW,SOLUTION
0023-0240,"mineral oil, petrolatum",REFRESH P.M.,OINTMENT
0023-0312,"mineral oil, petrolatum",REFRESH LACRI-LUBE,OINTMENT
0023-0403,carboxymethylcellulose sodium,REFRESH PLUS,SOLUTION/ DROPS
0023-0506,"Polyvinyl Alcohol, Povidone",REFRESH Classic,SOLUTION/ DROPS
0023-0667,"mineral oil, petrolatum",REFRESH P.M.,OINTMENT
0023-0795,Carboxymethylcellulose sodium,REFRESH TEARS,KIT
0023-0798,carboxymethylcellulose sodium,REFRESH TEARS,SOLUTION/ DROPS
0023-1111,botulinum toxin type A,,LIQUID
0023-1145,onabotulinumtoxinA,BOTOX,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0023-1230,Salicylic Acid,SkinMedica Acne Clarifying Treatment,LOTION
0023-2181,Ketorolac Tromethamine,Acular,SOLUTION/ DROPS
0023-3110,"carboxymethylcellulose sodium, Glycerin",REFRESH TEARS PF,SOLUTION/ DROPS
0023-3205,bimatoprost,LUMIGAN,SOLUTION/ DROPS
0023-3240,carboxymethylcellulose sodium and glycerin,REFRESH OPTIVE,SOLUTION/ DROPS
0023-3348,dexamethasone,OZURDEX,IMPLANT
0023-3416,"Carboxymethylcellulose Sodium, Glycerin",Refresh Optive,SOLUTION/ DROPS
0023-3507,ketorolac tromethamine,ACUVAIL,SOLUTION/ DROPS
0023-3615,gatifloxacin,ZYMAXID,SOLUTION/ DROPS
0023-3616,bimatoprost,LATISSE,SOLUTION/ DROPS
0023-3670,dapsone,ACZONE,GEL
0023-3782,Carboxymethylcellulose Sodium and Glycerin,Refresh Relieva PF Xtra,SOLUTION/ DROPS
0023-3919,onabotulinumtoxinA,BOTOX Cosmetic,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0023-3921,onabotulinumtoxinA,BOTOX,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0023-3988,"carboxymethylcellulose sodium, Glycerin, Polysorbate 80",Refresh Optive Mega-3 PF,SOLUTION/ DROPS
0023-4230,"Carboxymethylcellulose sodium, Glycerin and Polysorbate 80",REFRESH Optive Mega-3,SOLUTION/ DROPS
0023-4290,alcaftadine,LASTACAFT,SOLUTION/ DROPS
0023-4291,alcaftadine,LASTACAFT,SOLUTION/ DROPS
0023-4307,"carboxymethylcellulose sodium, glycerin, and polysorbate 80",REFRESH OPTIVE Advanced,SOLUTION/ DROPS
0023-4491,"carboxymethylcellulose sodium, glycerin, polysorbate 80",REFRESH OPTIVE Advanced,SOLUTION/ DROPS
0023-4515,Carboxymethylcellulose sodium and Glycerin,Refresh RELIEVA PF,SOLUTION/ DROPS
0023-4554,carboxymethylcellulose sodium,REFRESH CELLUVISC,GEL
0023-4948,salicylic acid,SKIN MEDICA Purifying Foaming Wash,LIQUID
0023-5027,BOTULINUM TOXIN TYPE A,,POWDER
0023-5028,botulinum toxin type a,,POWDER
0023-5301,cyclosporine,Restasis MultiDose,EMULSION
0023-5459,carboxymethylcellulose sodium and glycerin,REFRESH OPTIVE Drops,SOLUTION/ DROPS
0023-5494,"Octinoxate, Octisalate and Zinc Oxide",TOTAL DEFENSE REPAIR BROAD SPECTRUM SPF 34 Sunscreen,LOTION
0023-5497,"Octinoxate, Octisalate, Titanium dioxide and Zinc Oxide",TOTAL DEFENSE REPAIR BROAD SPECTRUM SPF 34 Sunscreen (Tinted),LOTION
0023-5675,Titanium Dioxide and Zinc Oxide,Essential Defense Mineral Shield Broad Spectrum SPF 32 TINTED Sunscreen,LOTION
0023-5703,Titanium Dioxide and Zinc oxide,Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen,LOTION
0023-5738,Zinc Oxide and Octinoxate,Essential Defense Everyday Clear Broad Spectrum SPF 47 Sunscreen,LOTION
0023-5773,"Carboxymethylcellulose sodium, Glycerin and Polysorbate 80",REFRESH Optive Mega-3,SOLUTION/ DROPS
0023-5858,Levonorgestrel,LILETTA,INTRAUTERINE DEVICE
0023-5862,"norethindrone acetate and ethinyl estradiol, and ferrous fumarate",Taytulla,KIT
0023-6082,Iron Dextran,INFeD,INJECTION
0023-6118,podofilox,Condylox,GEL
0023-6150,progesterone,Crinone,GEL
0023-6151,progesterone,Crinone,GEL
0023-6153,Oxybutynin,OXYTROL,PATCH
0023-6498,ubrogepant,UBRELVY,TABLET
0023-6499,ubrogepant,,TABLET
0023-6501,ubrogepant,UBRELVY,TABLET
0023-6502,ubrogepant,,TABLET
0023-6630,"Carboxymethylcellulose sodium, Glycerin",Refresh Relieva,SOLUTION/ DROPS
0023-6634,Carboxymethylcellulose sodium and Glycerin,Refresh Relieva Preservative Free,SOLUTION/ DROPS
0023-6934,Arnica Montana and Ledum Palustre Twig,OcuMend Healing Gels,PATCH
0023-6952,"Carboxymethylcellulose sodium, Glycerin, Polysorbate 80",Refresh Digital,SOLUTION/ DROPS
0023-6954,"Carboxymethylcellulose sodium, Glycerin and Polysorbate 80",Refresh Digital PF,SOLUTION/ DROPS
0023-7151,"Carboxymethylcellulose sodium, Glycerin and Polysorbate 80",REFRESH Optive Mega-3,SOLUTION/ DROPS
0023-8026,Carboxymethylcellulose sodium,,LIQUID
0023-9163,cyclosporine,RESTASIS,EMULSION
0023-9177,brimonidine tartrate,ALPHAGAN P,SOLUTION/ DROPS
0023-9205,Carboxymethylcellulose sodium,REFRESH LIQUIGEL,GEL
0023-9211,"brimonidine tartrate, timolol maleate",COMBIGAN,SOLUTION/ DROPS
0023-9232,onabotulinumtoxinA,BOTOX Cosmetic,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"
0023-9277,Ketorolac Tromethamine,ACULAR LS,SOLUTION/ DROPS
0023-9321,brimonidine tartrate,ALPHAGAN P,SOLUTION/ DROPS
0023-9537,Carboxymethylcellulose sodium and Glycerin,Refresh RELIEVA PF,SOLUTION/ DROPS
0023-9637,Oxybutynin,Oxytrol for Women,PATCH
0023-9652,bimatoprost,DURYSTA,IMPLANT
0024-0654,isatuximab,Sarclisa,"INJECTION, SOLUTION, CONCENTRATE"
0024-0656,isatuximab,Sarclisa,"INJECTION, SOLUTION, CONCENTRATE"
0024-0674,isatuximab-irfc,Sarclisa Escena,"INJECTION, SOLUTION"
0024-1171,clopidogrel,Plavix,"TABLET, FILM COATED"
0024-1332,clopidogrel,Plavix,"TABLET, FILM COATED"
0024-1596,Primaquine Phosphate,Primaquine Phosphate,"TABLET, FILM COATED"
0024-2792,sodium ferric gluconate complex,Ferrlecit,INJECTION
0024-2794,sodium ferric gluconate complex,Ferrlecit,INJECTION
0024-4142,Dronedarone,Multaq,"TABLET, FILM COATED"
0024-4512,Fexinidazole,Fexinidazole,TABLET
0024-5150,rasburicase,Elitek,KIT
0024-5151,rasburicase,Elitek,KIT
0024-5401,zolpidem tartrate,Ambien,"TABLET, FILM COATED"
0024-5421,zolpidem tartrate,Ambien,"TABLET, FILM COATED"
0024-5521,zolpidem tartrate,Ambien CR,"TABLET, COATED"
0024-5761,insulin glargine and lixisenatide,Soliqua 100/33,"INJECTION, SOLUTION"
0024-5824,cabazitaxel,Jevtana,KIT
0024-5840,ziv-aflibercept,ZALTRAP,"SOLUTION, CONCENTRATE"
0024-5841,ziv-aflibercept,ZALTRAP,"SOLUTION, CONCENTRATE"
0024-5851,irbesartan,Avapro,"TABLET, FILM COATED"
0024-5852,irbesartan,Avapro,"TABLET, FILM COATED"
0024-5855,irbesartan and hydrochlorothiazide,Avalide,"TABLET, FILM COATED"
0024-5856,irbesartan and hydrochlorothiazide,Avalide,"TABLET, FILM COATED"
0024-5862,PLERIXAFOR,Mozobil,"INJECTION, SOLUTION"
0024-5869,insulin glargine,TOUJEO,"INJECTION, SOLUTION"
0024-5871,insulin glargine,TOUJEO Max,"INJECTION, SOLUTION"
0024-5901,alirocumab,Praluent,"INJECTION, SOLUTION"
0024-5902,alirocumab,Praluent,"INJECTION, SOLUTION"
0024-5908,sarilumab,KEVZARA,"INJECTION, SOLUTION"
0024-5910,sarilumab,KEVZARA,"INJECTION, SOLUTION"
0024-5911,Dupilumab,Dupixent,"INJECTION, SOLUTION"
0024-5914,Dupilumab,Dupixent,"INJECTION, SOLUTION"
0024-5915,Dupilumab,Dupixent,"INJECTION, SOLUTION"
0024-5918,Dupilumab,Dupixent,"INJECTION, SOLUTION"
0024-5919,Dupilumab,Dupixent,"INJECTION, SOLUTION"
0024-5920,sarilumab,KEVZARA,"INJECTION, SOLUTION"
0024-5922,sarilumab,KEVZARA,"INJECTION, SOLUTION"
0024-5924,insulin lispro,ADMELOG,"INJECTION, SOLUTION"
0024-5925,insulin lispro,ADMELOG,"INJECTION, SOLUTION"
0024-5926,insulin lispro,ADMELOG,"INJECTION, SOLUTION"
0024-5927,insulin aspart-szjj,MERILOG,"INJECTION, SOLUTION"
0024-5928,insulin aspart-szjj,MERILOG,"INJECTION, SOLUTION"
0025-0061,diphenoxylate hydrochloride and atropine sulfate,Lomotil,TABLET
0025-0166,nafarelin acetate,Synarel,"SPRAY, METERED"
0025-0325,adalimumab-afzb,ABRILADA,KIT
0025-0328,adalimumab-afzb,ABRILADA,KIT
0025-0333,adalimumab-afzb,ABRILADA,KIT
0025-1001,spironolactone,Aldactone,"TABLET, FILM COATED"
0025-1031,spironolactone,Aldactone,"TABLET, FILM COATED"
0025-1041,spironolactone,Aldactone,"TABLET, FILM COATED"
0025-1411,diclofenac sodium and misoprostol,ARTHROTEC,"TABLET, FILM COATED"
0025-1421,diclofenac sodium and misoprostol,ARTHROTEC,"TABLET, FILM COATED"
0025-1451,misoprostol,Cytotec,TABLET
0025-1461,misoprostol,Cytotec,TABLET
0025-1942,metronidazole,Flagyl,CAPSULE
0025-2732,disopyramide phosphate,Norpace CR,"CAPSULE, EXTENDED RELEASE"
0025-2742,disopyramide phosphate,Norpace CR,"CAPSULE, EXTENDED RELEASE"
0025-2752,disopyramide phosphate,Norpace,"CAPSULE, GELATIN COATED"
0025-2762,disopyramide phosphate,Norpace,"CAPSULE, GELATIN COATED"
0026-3821,Antihemophilic Factor (Recombinant),Kovaltry,KIT
0026-3822,Antihemophilic Factor (Recombinant),Kovaltry,KIT
0026-3824,Antihemophilic Factor (Recombinant),Kovaltry,KIT
0026-3826,Antihemophilic Factor (Recombinant),Kovaltry,KIT
0026-3828,Antihemophilic Factor (Recombinant),Kovaltry,KIT
0026-3942,Antihemophilic Factor (Recombinant) Pegylated-aucl,Jivi,KIT
0026-3944,Antihemophilic Factor (Recombinant) Pegylated-aucl,Jivi,KIT
0026-3946,Antihemophilic Factor (Recombinant) Pegylated-aucl,Jivi,KIT
0026-3948,Antihemophilic Factor (Recombinant) Pegylated-aucl,Jivi,KIT
0026-3950,Antihemophilic Factor (Recombinant) Pegylated-aucl,Jivi,KIT
0031-0100,"acetaminophen, dextromethorphan hydrobromide, guaifenesin",Robitussin Maximum Strength Severe Multi-Symptom Cough Cold Flu,LIQUID
0031-0101,"acetaminophen, diphenhydramine hcl",Robitussin Maximum Strength Severe Multi-Symptom Cough Cold Flu Nighttime,LIQUID
0031-2059,"dextromethorphan HBr, guaifenesin, doxylamine succinate",Robitussin Honey Cough DM Day Night Value Pack,KIT
0031-2097,"dextromethorphan HBr, guaifenesin",Robitussin Elderberry Maximum Strength Cough plus Chest Congestion DM,SOLUTION
0031-2098,"dextromethorphan HBr, guaifenesin",Childrens Robitussin Elderberry Cough and Chest Congestion DM,SOLUTION
0031-2099,"dextromethorphan hydrobromide, guaifenesin, chlorpheniramine maleate",Robitussin Day and Night Cough Relief Value Pack,KIT
0031-2102,"dextromethorphan HBr, guaifenesin, doxylamine succinate",Robitussin Childrens Honey Day Night DM Value Pack,KIT
0031-2103,"dextromethorphan hydrobromide, guaifenesin, doxylamine succinate",Robitussin Day and Night Maximum Strength Cough DM,KIT
0031-2834,"dextromethorphan hydrobromide, guaifenesin, doxylamine succinate",Robitussin Day and Night Cough Relief DM Max,KIT
0031-8655,dextromethorphan polistirex,Robitussin 12 Hour Cough Relief,"SUSPENSION, EXTENDED RELEASE"
0031-8692,"chlorpheniramine maleate, dextromethorphan hydrobromide",Childrens Robitussin Nighttime Cough Long-Acting DM,SOLUTION
0031-8693,"chlorpheniramine maleate, dextrometrorphan HBr",CHILDRENS ROBITUSSIN COUGH AND COLD LONG-ACTING,LIQUID
0031-8694,dextromethorphan hydrobromide,Childrens Robitussin Cough Long-Acting,LIQUID
0031-8702,dextromethorphan hydrobromide and guaifenesin,Childrens Robitussin Cough and Chest Congestion DM,LIQUID
0031-8715,"dextromethorphan hydrobromide, guaifenesin",Childrens Robitussin Cough and Chest Congestion DM,LIQUID
0031-8716,"dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride",Childrens Robitussin Cough and Cold CF,LIQUID
0031-8718,"dextromethorphan hydrobromide, doxylamine succinate",Robitussin Maximum Strength Nighttime Cough DM,SOLUTION
0031-8719,dextromethorphan hydrobromide and guaifenesin,Robitussin Maximum Strength Cough Plus Chest Congestion DM,"CAPSULE, LIQUID FILLED"
0031-8725,dextromethorphan polistirex,Childrens Robitussin 12 Hour Cough Relief,"SUSPENSION, EXTENDED RELEASE"
0031-8726,dextromethorphan polistirex,Childrens Robitussin 12 Hour Cough Relief,"SUSPENSION, EXTENDED RELEASE"
0031-8729,"Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",,SYRUP
0031-8739,"dextromethorphan hbr, guaifenesin",ROBITUSSIN MAXIMUM STRENGTH COUGH PLUS CHEST CONGESTION DM,SOLUTION
0031-8742,"dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride",Robitussin Peak Cold Multi-Symptom Cold,LIQUID
0031-8743,dextromethorphan hydrobromide,ROBITUSSIN LONG-ACTING COUGHGELS,"CAPSULE, LIQUID FILLED"
0031-8744,"acetaminophen, dextromethorphan hydrobromide, and doxylamine succinate",Robitussin Maximum Strength Severe Multi-Symptom 7 in 1 Relief Nighttime,"CAPSULE, LIQUID FILLED"
0031-8750,"acetaminophen, dextromethorphan hydrobromide",Robitussin Maximum Strength Severe Cough Plus Sore Throat,LIQUID
0031-8751,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride",Robitussin Severe Multi-Symptom Cough Cold Flu,LIQUID
0031-8752,"acetaminophen, diphenhydramine hydrochloride, phenylephrine hydrochloride",Robitussin Severe Multi-Symptom Cough Cold Flu Nighttime,SOLUTION
0031-8753,dextromethorphan polistirex,Robitussin 12 Hour Cough Relief,"SUSPENSION, EXTENDED RELEASE"
0031-8754,dextromethorphan polistirex,Robitussin 12 Hour Cough Relief,"SUSPENSION, EXTENDED RELEASE"
0031-8755,dextromethorphan polistirex,Robitussin 12 Hour Cough Relief,"SUSPENSION, EXTENDED RELEASE"
0031-8756,"dextromethorphan HBr, guaifenesin",Robitussin Honey Maximum Strength Cough and Chest Congestion DM,SOLUTION
0031-8757,dextromethorphan hydrobromide and guaifenesin,ROBITUSSIN COUGH PLUS CHEST CONGESTION DM,SOLUTION
0031-8758,"dextromethorphan HBr, doxylamine succinate",Robitussin Honey Maximum Strength Nighttime Cough DM,SOLUTION
0031-8759,"dextromethorphan hydrobromide, guaifenesin",Robitussin Sugar-Free Dye-Free Cough Plus Chest Congestion DM,SOLUTION
0031-8760,"dextromethorphan HBr, guaifenesin",Childrens Robitussin Honey Cough and Chest Congestion DM,SOLUTION
0031-8762,"dextromethorphan hbr, doxylamine succinate",Childrens Robitussin Honey Nighttime Cough DM,SOLUTION
0031-8765,"Dextromethorphan Hydrobromide, Guaifenesin",Robitussin Maximum Strength 12 Hour Cough and Mucus Relief,"TABLET, EXTENDED RELEASE"
0031-8770,acetaminophen and diphenhydramine hydrochloride,"Robitussin Honey Severe Cough, Flu Plus Sore Throat Nighttime",SOLUTION
0031-8771,"acetaminophen, dextromethorphan hbr","Robitussin Honey Severe Cough, Flu Plus Sore Throat",SOLUTION
0031-9301,acetaminophen,Robitussin Direct Sore Throat Pain,"TABLET, COATED"
0031-9302,dextromethorphan hydrobromide,Robitussin Direct Cough,"CAPSULE, LIQUID FILLED"
0031-9306,"dextromethorphan hydrobromide, menthol",Robitussin Medi-Soothers,LOZENGE
0031-9307,"dextromethorphan hydrobromide, menthol",Robitussin Medi-Soothers,LOZENGE
0031-9310,dextromethorphan hydrobromide,ROBITUSSIN LONG-ACTING COUGH Soft CHEWS,"TABLET, CHEWABLE"
0031-9311,"dextromethorphan hydrobromide, doxylamine succinate",ROBITUSSIN Nighttime Cough DM Soft CHEWS,"TABLET, CHEWABLE"
0032-0045,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE"
0032-0046,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE PELLETS"
0032-0047,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE PELLETS"
0032-1203,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE"
0032-1206,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE PELLETS"
0032-1212,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE PELLETS"
0032-1224,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE PELLETS"
0032-2636,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE PELLETS"
0032-2637,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE PELLETS"
0032-3016,Pancrelipase,Creon,"CAPSULE, DELAYED RELEASE PELLETS"
0037-0022,mesalamine,sfRowasa Sulfite-Free Formulation,SUSPENSION
0037-0066,mesalamine,Rowasa,SUSPENSION
0037-0245,Azelastine Hydrochloride and Fluticasone Propionate,DYMISTA,"SPRAY, METERED"
0037-0430,felbamate,Felbatol,TABLET
0037-0431,felbamate,Felbatol,TABLET
0037-0678,cromolyn sodium,Gastrocrom,LIQUID
0037-2001,Carisoprodol,Soma,TABLET
0037-2250,Carisoprodol,Soma,TABLET
0037-4401,Penicillamine,Depen,TABLET
0037-4801,ESTRADIOL,ELESTRIN,"GEL, METERED"
0037-6010,Zolpidem Tartrate,Edluar,TABLET
0037-6050,Zolpidem Tartrate,Edluar,TABLET
0037-6321,"hyoscyamine sulfate, methenamine, methylene blue, phenyl salicylate, and sodium phosphate, monobasic, monohydrate",URELLE,TABLET
0037-6822,pramoxine hydrochloride hydrocortisone acetate,PROCTOFOAM HC,"AEROSOL, FOAM"
